trade_id,symbol,side,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,quantity,pnl,pnl_pct,fees,rr_planned,outcome,platform,timeframe_hint,source_image,source_path,capture_ts_from_name,confidence,field_confidence,dedupe_key,dataset_version,ocr_n_labels,ocr_n_gray,ocr_n_green,ocr_n_red,ocr_raw_preview,validation_issues,flags
963d476f7e6d0aec,BTCUSDT,,2026-04-23 22:39:47,,78148.78,,78372.37,78167.42,,,,,0.083,open,Exness,,Screenshot_20260423-223947.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260423-223947.Exness.png,2026-04-23 22:39:47,0.884,"{""entry"": 0.8967851824230619, ""take_profit"": 0.898245832655165, ""stop_loss"": 0.8406242820951674, ""symbol"": 0.9, ""capture_ts"": 0.95}",8085d2d7fb9b,v_ops_apr_sep,18,1,3,2,"78.700,00 78.623,87 Maximo 78.615,06 78.500,00 78400.00 78.372,37 78.300,00 78.208,71 78.167,42 78.148,78 78.100,00 78.000,00 77.900,00 77.800,00 77.700,37 77.659,18 77.600.00 Minimo 77.575,25 77.500,00","[""missing_side""]",missing_side
359bbd3e7110a9cd,BTCUSDT,short,2026-05-08 10:27:06,,80165.28,,80426.06,79966.87,,,,,0.761,open,Exness,,Screenshot_20260508-102706.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260508-102706.Exness.png,2026-05-08 10:27:06,0.888,"{""entry"": 0.8971235831578573, ""take_profit"": 0.8991209930843778, ""stop_loss"": 0.8453632434209188, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",d6b61cc23c10,v_ops_apr_sep,15,1,2,3,"Maximo 80.509,76 80.426,06 80.400,0U 80.300,00 80.200,00 80.165,28 80.100,00 80.000,00 79.966,87 79.900,00 79.812,94 79.700,00 79.619,40 79.616,09 Minimo 79.522,96",[],
331c9c5c8dadb623,BTCUSDT,long,2026-05-08 20:37:48,,80218.61,,80125.93,80221.53,,,,,0.032,open,Exness,,Screenshot_20260508-203748.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260508-203748.Exness.png,2026-05-08 20:37:48,0.898,"{""entry"": 0.95, ""take_profit"": 0.8991723272535537, ""stop_loss"": 0.8413647201326159, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",3abea1fb2a47,v_ops_apr_sep,17,2,3,3,"80.426,06 Maximo 80.410,19 80.399,22 80.385,71 80.374,47 80.360,00 80.320,00 80.280,00 80.240,00 80.221,53 80.218,61 80.217,96 80.165,28 80.125,93 80.093,07 80.080,00 Minimo 80.068,35",[],
5001f554f2d93ce8,BTCUSDT,long,2026-05-10 17:57:44,,81032.05,,80702.9,81282.18,,,,,0.76,open,Exness,,Screenshot_20260510-175744.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260510-175744.Exness.png,2026-05-10 17:57:44,0.887,"{""entry"": 0.896945169236925, ""take_profit"": 0.8963017675611709, ""stop_loss"": 0.8442475875218709, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",23f7da1fdb6f,v_ops_apr_sep,19,1,3,3,"Maximo 82.163,61 82.050,82 82.048,28 o2.000,uu 81.800,00 81.600,00 81.400,00 81.282,18 81.200,00 81.135,83 81.032,05 81.020,51 80.936,56 80.827,07 80.702,90 80.646,58 80.551,09 80.400,00 80.270,20 Minimo 80.255,81",[],
a3b82d46f4b20ed3,BTCUSDT,short,2026-06-01 08:00:49,,73829.92,,74325.04,72558.87,,,,,2.567,open,Exness,,Screenshot_20260601-080049.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260601-080049.Exness.png,2026-06-01 08:00:49,0.886,"{""entry"": 0.897164899773068, ""take_profit"": 0.8960240814420912, ""stop_loss"": 0.834648691283332, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",2f0c31ab1b9c,v_ops_apr_sep,16,1,1,2,"74.500,00 74.325,04 Maximo 74.226,31 73.900,00 73.829,92 73.700,00 73.500,00 73.400,00 73.250,00 73.000,00 72.800,00 72.558,87 72.250,00 72.098,73 72.000,00 Minimo 71.793,21",[],
7b798a13b2b4520f,BTCUSDT,long,2026-06-03 01:15:16,,65823.76,,65290.92,67114.63,,,,,2.423,open,Exness,,Screenshot_20260603-011516.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260603-011516.Exness.png,2026-06-03 01:15:16,0.888,"{""entry"": 0.8962686883078682, ""take_profit"": 0.8969602849748399, ""stop_loss"": 0.8461326122283936, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",5fce9db8710e,v_ops_apr_sep,14,1,2,1,"67.600,00 Maximo 67.460,62 07 400,0u 67.200,00 67.114,63 67.083,82 66.787,13 66.600,00 66.400,00 66.204,02 66.000,00 65.823,76 65.591,20 65.400.00 Minimo 65.317,76 65.290,92",[],
5d102a49d906417a,BTCUSDT,short,2026-06-11 15:36:30,,63707.99,,63932.2,63442.19,,,,,1.185,open,Exness,,Screenshot_20260611-153630.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260611-153630.Exness.png,2026-06-11 15:36:30,0.887,"{""entry"": 0.8978088352415298, ""take_profit"": 0.8976058959960938, ""stop_loss"": 0.841632268163893, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",c56318e8eac1,v_ops_apr_sep,17,1,2,2,"63.280,09 64.000,00 63.932,20 63.900,00 Maximo 63.870,78 63.800,00 63.707,99 63.600.00 63.573,85 63.500,00 63.442,19 63.400,00 63300.00 63.280,09 63.260,64 63.200,00 63.136,04 63.100,00",[],
d9fd6136ed148a1a,BTCUSDT,short,2026-06-15 12:31:30,,67179.87,,67326.67,66751.12,,,,,2.921,open,Exness,,Screenshot_20260615-123130.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260615-123130.Exness.png,2026-06-15 12:31:30,0.887,"{""entry"": 0.8983752687772115, ""take_profit"": 0.8918961101108127, ""stop_loss"": 0.8436612261666192, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",f3cfdbabea0d,v_ops_apr_sep,15,1,1,2,"67.326,67 67.300,00 Maximo 67.262,28 67.200.00 67.179,87 67.100,00 67.000,00 66.900,00 66.800,00 66.751,12 66.736,21 66.700,00 66.600,00 Minimo 66.530,45 66.500,00 66.400,00",[],
702b00567478a81a,BTCUSDT,long,2026-06-16 09:18:47,,66128.43,,65739.66,66751.12,,,,,1.602,open,Exness,,Screenshot_20260616-091847.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260616-091847.Exness.png,2026-06-16 09:18:47,0.886,"{""entry"": 0.8958436767260234, ""take_profit"": 0.8914920859866673, ""stop_loss"": 0.8424440807766385, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",7ab9bdd2209b,v_ops_apr_sep,19,1,2,2,"67.000,00 Maximo 66.948,35 66.900,00 66.800,00 66.751,12 66.700.00 66.663,96 66.600,00 66.500,00 66.400,00 66.300,00 66.200,00 66.128,43 66.000,00 65.900,00 65.855,07 65.800,00 65.739,66 Minimo 65.718,01 65.600,00",[],
bb50c0bee8c778b8,BTCUSDT,long,2026-06-16 13:12:48,,65749.69,,65508.1,66043.82,,,,,1.217,open,Exness,,Screenshot_20260616-131248.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260616-131248.Exness.png,2026-06-16 13:12:48,0.885,"{""entry"": 0.8971354868676928, ""take_profit"": 0.8962537023756239, ""stop_loss"": 0.8327153285344442, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",59506891a37e,v_ops_apr_sep,15,1,2,1,"66.300,00 Maximo 66.224,63 66.182,77 66.100,00 66.043,82 66.000,00 65.900,00 65.800,00 65.749,69 65.700,00 65.600,00 65.508,10 65.400,00 Minimo 65.301,07 65.200,00",[],
4ea3feb27f2e1c85,BTCUSDT,,2026-06-17 10:39:15,,65148.43,,65444.52,65456.67,,,,,1.041,open,Exness,,Screenshot_20260617-103915.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260617-103915.Exness.png,2026-06-17 10:39:15,0.885,"{""entry"": 0.8979831655820212, ""take_profit"": 0.8962547805574206, ""stop_loss"": 0.847096053759257, ""symbol"": 0.9, ""capture_ts"": 0.95}",2ede2de3fb2d,v_ops_apr_sep,11,1,2,1,"65.600,00 Maximo 65.458,00 65.456,67 65.444,52 65.200,00 65.148,43 65.000,00 64.800,00 64.600.00 64.561,40 Minimo 64.533,10 64.400,00","[""missing_side""]",missing_side
879eb20626e72768,BTCUSDT,short,2026-06-17 13:04:53,,65995.53,,66229.63,65530.74,,,,,1.985,open,Exness,,Screenshot_20260617-130453.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260617-130453.Exness.png,2026-06-17 13:04:53,0.884,"{""entry"": 0.8947624272770353, ""take_profit"": 0.882509544160631, ""stop_loss"": 0.8431866751776802, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",3e053a51db0c,v_ops_apr_sep,16,1,1,2,"Maximo 66.402,14 66.300,00 66.229,63 66.100,00 65.995,53 65.900,00 65.800,00 65.700,00 65.600,00 65.530,74 65.400,00 65.300.00 65.262,04 65.200,00 Minimo 65.137,01 05.100,0U 65.000,00",[],
df6e2617951651da,BTCUSDT,short,2026-06-18 10:38:29,,63342.92,,64039.42,62867.8,,,,,0.682,open,Exness,,Screenshot_20260618-103829.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260618-103829.Exness.png,2026-06-18 10:38:29,0.888,"{""entry"": 0.8975113828976949, ""take_profit"": 0.8944742679595947, ""stop_loss"": 0.8495510737101237, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",cd036fd23941,v_ops_apr_sep,14,1,1,3,"Maximo 64.392,28 64.200,00 64.039,42 04.000,00 63.800,00 63.675,85 63.600.00 63.557,39 63.400,00 63.342,92 63.200,00 63.000,00 62.887,28 62.867,80 Minimo 62.866,33",[],
ad18524f892152a0,BTCUSDT,short,2026-06-18 22:14:37,,62964.42,,63119.9,62671.62,,,,,1.883,open,Exness,,Screenshot_20260618-221437.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260618-221437.Exness.png,2026-06-18 22:14:37,0.887,"{""entry"": 0.8975990719265409, ""take_profit"": 0.8975220335854425, ""stop_loss"": 0.8423755115932889, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",f8d71786db98,v_ops_apr_sep,19,1,1,2,"62.684,44 63.250,00 2 Maximo 63.217,28 05.200,0u 63.150,00 63.119,90 63.100,00 63.050,00 63.000,00 62.964,42 62.900,00 62.850,00 62.800,00 62.750,00 62.700.00 62.684,44 62.671,62 62.600,00 Minimo 62.547,35 62.500,00",[],
053fe6ed37d2df86,BTCUSDT,long,2026-06-23 18:58:38,,62536.16,,62346.91,62722.61,,,,,0.985,open,Exness,,Screenshot_20260623-185838.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260623-185838.Exness.png,2026-06-23 18:58:38,0.899,"{""entry"": 0.95, ""take_profit"": 0.8990426513883802, ""stop_loss"": 0.8456105417675442, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",9906a72e5211,v_ops_apr_sep,21,2,2,3,"62.675,21 62.800,00 62.740,06 Maximo 62.736,91 62.722,61 62.708,38 62.675,21 62.640,00 62.600,00 62.560,00 62.536,16 62.520,00 62.483,48 62.480,48 62.440,00 62.400,00 62.360.00 62.346,91 62.320,00 Minimo 62.298,08 62.280,00 62.240,00 63,59 ",[],
408d9b695893eb69,BTCUSDT,short,2026-06-26 15:36:19,,60198.59,,60681.45,59321.67,,,,,1.816,open,Exness,,Screenshot_20260626-153619.Exness.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260626-153619.Exness.png,2026-06-26 15:36:19,0.899,"{""entry"": 0.95, ""take_profit"": 0.8984553310606215, ""stop_loss"": 0.844806350602044, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",c3befc66ab94,v_ops_apr_sep,18,2,2,2,"61.000,00 60.800,00 60.681,45 60.600,00 Maximo 60.520,68 60.400,00 60.198,59 60.000,00 59.756,61 59.600,56 59.564,27 59.400,00 59.321,67 59.200,00 59.000,00 58.800,00 58.600,00 Minimo 58.374,91 38,22 6:00 09:00 12:00 15:00",[],
8eababe9a4cd2ad6,BTCUSDT,,2026-06-27 15:16:29,,60367.72,,,,,,,,,open,Other,M5,Screenshot_20260627-151629.Moto App Launcher.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260627-151629.Moto App Launcher.png,2026-06-27 15:16:29,0.925,"{""entry"": 0.95, ""symbol"": 0.9, ""capture_ts"": 0.95}",dbedc0617f46,v_ops_apr_sep,23,2,0,0,"3:16 Vo 白62% LTE M5 Publicaciones nM5 60617.95 JSDollarTether 60592.50  49·Ver estadisticas Promocic 60567.05 60541.60 60516.15 joluntoBTCM3-Turttlesoupenreversioni 60490.70 11 de junio 60465.25 jolunto 60439.80 J Balvin,Myke Towers·Billete","[""missing_side""]",missing_side
d6879fc6e1491636,BTCUSDT,long,2026-07-05 13:56:09,,62667.58,,62520.93,62806.0,,,,,0.944,open,TradingView,,Screenshot_20260705-135609.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260705-135609.TradingView.png,2026-07-05 13:56:09,0.894,"{""entry"": 0.95, ""take_profit"": 0.8877412366867066, ""stop_loss"": 0.8318567276000977, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",88cfc8e75bc9,v_ops_apr_sep,23,3,3,1,"63.144,010 63.100,000 63.050,000 63.000,000 Maximo 62.943,590 62.900,000 62.869,520 62.850,000 Ask 62.806,000 03:52 62.769,600 62.750,000 62.700,000 62.667,580 62.650,000 62.613,290 02.000,000 Minimo 62.578,060 62.550,000 62.520,930 62.503,",[],
8faf3321601352e3,BTCUSDT,long,2026-07-06 15:33:25,,63589.85,,63486.02,63846.73,,,,,2.474,open,TradingView,,Screenshot_20260706-153325.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260706-153325.TradingView.png,2026-07-06 15:33:25,0.882,"{""entry"": 0.8947654914855958, ""take_profit"": 0.885404109954834, ""stop_loss"": 0.8294654202461242, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",dffb19327cfe,v_ops_apr_sep,9,1,1,1,"64.000.000 Maximo 63.976,160 63.900,000 63867870 Ask 63.846,730 01:36 63.700,000 63.650,000 63.589,850 63.486,020 63.400,000 80.0 70,0 63,3 59,6 12:00PM 03:00 PM",[],
7e974030202c8d77,BTCUSDT,,2026-07-08 11:44:23,,62613.29,,61451.2,62019.69,,,,,0.511,open,TradingView,,Screenshot_20260708-114423.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260708-114423.TradingView.png,2026-07-08 11:44:23,0.898,"{""entry"": 0.95, ""take_profit"": 0.8954910063743591, ""stop_loss"": 0.8450052571296692, ""symbol"": 0.9, ""capture_ts"": 0.95}",b9be5fbd8cd0,v_ops_apr_sep,24,5,3,2,"63.000,000 Maximo 62.941,460 62.869,520 62.800.000 62.769,600 62700.000 62.667,580 62.613,290 62.520,930 62.400,000 62.342,210 62.300,000 62.198,643 62100000 62.068,260 Ask 62.019,690 00:37 61.900,000 61.800,000 61.700,000 61.651,190 61.600","[""missing_side""]",missing_side
77437d9f11863a2e,BTCUSDT,short,2026-07-08 17:18:50,,62254.14,,,62204.01,,,,,,open,TradingView,,Screenshot_20260708-171850.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260708-171850.TradingView.png,2026-07-08 17:18:50,0.848,"{""entry"": 0.95, ""take_profit"": 0.8905976176261903, ""side"": 0.65, ""symbol"": 0.9, ""capture_ts"": 0.95}",07bfc1a67d1a,v_ops_apr_sep,15,5,2,0,"Maximo 62.394,320 62.361184 62.342,210 62.300,000 62.254,140 Ask 62.204,010 01:11 62.100.000 62.083,800 62.016,950 61.900,000 61.800,000 61.768,580 61.700,000 Minimo 61.668,680 61.600.000 70,0 61,3 54,2 19 50,0 12:00PM 01:30PM 03:00 PM 04:3",[],
f5829bd661f5a6f4,BTCUSDT,short,2026-07-11 17:05:44,,64414.7,,,64284.63,,,,,,open,TradingView,,Screenshot_20260711-170544.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260711-170544.TradingView.png,2026-07-11 17:05:44,0.847,"{""entry"": 0.95, ""take_profit"": 0.8892157483100891, ""side"": 0.65, ""symbol"": 0.9, ""capture_ts"": 0.95}",0e93dd90a477,v_ops_apr_sep,17,3,2,0,"64.480,000 Maximo 64463830 64.457,710 64.440,000 64.420.000 64.414,700 64.407,782 64.400,000 64.380,000 64.360,000 64340.000 Ask 64.334,010 04:17 64.316,163 64.300,000 64.284,630 64.260,000 64.240,000 64.223,104 70,0 67,8 50,0 48,9 12:00PM ",[],
1f9a9d21cd530e53,BTCUSDT,short,2026-07-20 17:17:19,,65579.85,,,65175.01,,,,,,open,TradingView,,Screenshot_20260720-171719.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260720-171719.TradingView.png,2026-07-20 17:17:19,0.846,"{""entry"": 0.95, ""take_profit"": 0.8851605391502381, ""side"": 0.65, ""symbol"": 0.9, ""capture_ts"": 0.95}",f04c7bc07a44,v_ops_apr_sep,16,3,2,0,"66.000,000 65.869,530 Maximo 65.799,000 65.579,850 65.400,000 Ask 65.175,010 02:41 b5.068.770 65.019,030 16 64.861,844 64.800,000 64.722,540 64.600,000 64.400,000 64.200,000 Minimo 64.077,760 64.000,000",[],
3c7e8192500395b1,BTCUSDT,long,2026-07-22 12:15:30,,65738.75,,65504.32,66409.88,,,,,2.863,open,TradingView,,Screenshot_20260722-121530.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260722-121530.TradingView.png,2026-07-22 12:15:30,0.881,"{""entry"": 0.8891084229946138, ""take_profit"": 0.8927595615386963, ""stop_loss"": 0.8207337355613709, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",ce429b398114,v_ops_apr_sep,14,1,2,1,"66.600,000 66.556,160 66.500,000 66.409,880 Maximo 66.300,000 66182373 Ask 66.146,230 66.000,000 65.900,000 65.800,000 65.738,750 65.700,000 65.600,000 Minimo 65.553,670 65.504,320",[],
20a65cf7d6ae3ed9,BTCUSDT,,2026-07-29 10:08:25,,64904.27,,4288.0,64180.0,,,,,0.012,open,TradingView,,Screenshot_20260729-100825.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260729-100825.TradingView.png,2026-07-29 10:08:25,0.892,"{""entry"": 0.95, ""take_profit"": 0.8912419152259827, ""stop_loss"": 0.8259048938751221, ""symbol"": 0.9, ""capture_ts"": 0.95}",4ca74511591f,v_ops_apr_sep,15,2,2,1,"64.904,270 64.800,000 Maximo 64.744,810 64.700,000 64.613,290 64.500,000 64.400,000 64.300,000 64.230,4288 Ask 64.180,000 01:36 64100.090 64.082,500 Minimo 64.047,710 64.000,000 63.915,000 70,0 60,0 50,0 46,3 1% 44,3 365 4:30AM 06:00AM 07:3","[""missing_side""]",missing_side
de3ec775ac1da90e,BTCUSDT,,2026-07-31 21:22:51,,,,,63077.16,,,,,,unknown,TradingView,,Screenshot_20260731-212251.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260731-212251.TradingView.png,2026-07-31 21:22:51,0.35,"{""take_profit"": 0.8755849075317383, ""symbol"": 0.9, ""capture_ts"": 0.95}",6891ceb7db5d,v_ops_apr_sep,19,0,1,2,"63.200,000 Maximo 63.176,460 63.150,000 63.125,000 63.100,000 Ask 63.077,160 02:09 63.050,000 63.025,000 63.000,000 62975.000 62.967,692 2:00 62.950,000 62.925,000 :00 62.903,370 62.887,880 20:00 62.875,000 Minimo 62.846,000 62.825,000 62.8","[""missing_entry"", ""missing_side"", ""low_confidence""]",missing_side;missing_entry
99bcaf0fcd89f24f,BTCUSDT,,2026-08-01 19:10:33,,,,,62925.75,,,,,,unknown,TradingView,,Screenshot_20260801-191033.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260801-191033.TradingView.png,2026-08-01 19:10:33,0.35,"{""take_profit"": 0.885301320552826, ""symbol"": 0.9, ""capture_ts"": 0.95}",d0aeb72bb1b3,v_ops_apr_sep,12,0,2,0,"62.960,000 MaiAsk 62.925,750 04:27 62.880,000 62.840,000 62.823,640 20:00 62.800,000 18:00 62.760,000 19:00 62.720,000 62.680,000 62.649,760 OZ.040,000 62.600,000 Minimo 62.562,000","[""missing_entry"", ""missing_side"", ""low_confidence""]",missing_side;missing_entry
09d3f57945beb3da,BTCUSDT,long,2026-08-04 09:43:01,,63737.61,,,64180.0,,,,,,open,TradingView,,Screenshot_20260804-094301.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260804-094301.TradingView.png,2026-08-04 09:43:01,0.837,"{""entry"": 0.8966192770004273, ""take_profit"": 0.8994390988349914, ""side"": 0.65, ""symbol"": 0.9, ""capture_ts"": 0.95}",16102ab31765,v_ops_apr_sep,10,1,2,0,"64.400,000 Maximo 64.180.000 Ask 64.138,590 02:00 64.003,890 63.800,000 08: 63.737,610 09:00 63.600,000 10:00 63.520,000 Minimo 63.451,800 63.400,000",[],
7c29f39adba87d9a,BTCUSDT,long,2026-08-04 13:18:29,,63980.84,,63851.71,64249.22,,,,,2.078,open,TradingView,,Screenshot_20260804-131829.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260804-131829.TradingView.png,2026-08-04 13:18:29,0.887,"{""entry"": 0.8960517656803132, ""take_profit"": 0.8983361434936523, ""stop_loss"": 0.8392265939712524, ""side"": 0.9, ""symbol"": 0.9, ""capture_ts"": 0.95}",3580d991ea1e,v_ops_apr_sep,11,1,1,2,"64.400,000 Maximo 64.315,630 64.249,220 01:31 64.200,000 64.088,493 64.000.000 63.980,840 14:00 63.900,000 12:p:00 63.851,710 63.800,000 Minimo 63.714,000 70,0 63,1 59.6",[],
30c37a16e0b2c379,BTCUSDT,short,2026-08-05 14:24:12,,64789.83,,,64572.14,,,,,,open,TradingView,,Screenshot_20260805-142412.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260805-142412.TradingView.png,2026-08-05 14:24:12,0.834,"{""entry"": 0.8954418635368349, ""take_profit"": 0.8920456528663636, ""side"": 0.65, ""symbol"": 0.9, ""capture_ts"": 0.95}",e76ea347f69c,v_ops_apr_sep,9,1,1,0,"65.000,000 Maximo 64.917,170 00:49 64.789,830 64.700,000 64.600,000 64.572,140 13 64.500,000 64.421,125 Minimo 64.300.000",[],
0bda7304c08ce113,BTCUSDT,,2026-08-06 10:40:56,,64692.04,,,,,,,,,open,TradingView,M5,Screenshot_20260806-104056.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260806-104056.TradingView.png,2026-08-06 10:40:56,0.925,"{""entry"": 0.95, ""symbol"": 0.9, ""capture_ts"": 0.95}",cd40db3b5fb1,v_ops_apr_sep,15,2,0,0,"10:40 Vo 16% LTE 65.100,000 000.000 Maximo 64.987,260 64.900,000 64.800.000 64.784,650 04:04 64.692,040 64.665,230 64.600,000 64.514,170 64.461,489 64.400,000 64.300,000 64.200.000 64.104-400 Minimo 64.172,000 64.100,000 70,0 58,4 57,1 50,0","[""missing_side""]",missing_side
aa57d013dcf17e1d,BTCUSDT,,2026-08-06 12:43:04,,,,,64580.0,,,,,,unknown,TradingView,M5,Screenshot_20260806-124304.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260806-124304.TradingView.png,2026-08-06 12:43:04,0.35,"{""take_profit"": 0.8977373456954956, ""symbol"": 0.9, ""capture_ts"": 0.95}",fbe68dea322a,v_ops_apr_sep,25,0,2,1,"65.450,000 65.400,000 65.350,000 65.300,000 65.250,000 65.200,000 65.150,000 65.100,000 65.050,000 65.000.000 Maximo 64.987,260 64.950,000 64.920,200 64.850,000 64.800,000 64.750,000 64.700,000 64.679,181 04.0 11:00 64.600,000 64.580,000 12","[""missing_entry"", ""missing_side"", ""low_confidence""]",missing_side;missing_entry
05a81a86c5b1a4b1,BTCUSDT,short,2026-08-08 20:29:59,,65029.29,,,64872.28,,,,,,open,TradingView,,Screenshot_20260808-202959.TradingView.png,D:\Danilo\Trading\Cursor Trading\assets\images\Operaciones del celular desde 1 abril hasta 17 septiembre\Screenshot_20260808-202959.TradingView.png,2026-08-08 20:29:59,0.847,"{""entry"": 0.95, ""take_profit"": 0.8889859175682069, ""side"": 0.65, ""symbol"": 0.9, ""capture_ts"": 0.95}",b9e7b85dcb6c,v_ops_apr_sep,16,2,1,0,"65.175,000 Maximo 65.150,000 65.125,000 65.100,000 65.075,000 65.050,000 65.029,290 65.000,000 64.982,180 64.962,600 64.950,000 19:00 64.925,000 64.900,000 64.872.280 Minimo 64.863,030 21:00 00:02 64.825,000 70,0 58,4 50,0 42,5 30,0 0PM 03:",[],
