trade_id,source_image,status,label,label_source,side,entry,bar_time,price_at_bar,price_error_pct,ts
039ed97651840a49,IMG-20260513-WA0001.jpg,labeled,0,real_sl_tp,long,4692.03,2026-05-14T15:00:00+00:00,4691.89990234375,0.0028,2026-05-13T16:00:00+00:00
62745f1db947c362,IMG-20260702-WA0001.jpg,labeled,0,real_sl_tp,long,4024.04,2026-06-30T20:00:00+00:00,4021.800048828125,0.0557,2026-07-02T16:00:00+00:00
